c1,c2,r1,r2,w1,max_P,utility,inertia,reliability
0.320441000137789,0.29492261947339904,1.9085655942496755,0.6375825438920633,0.07316835467879729,0.14949002366847766,0.13267719325860297,0.9900000000000014,1.0000000000000007
0.3910349131972666,0.2765409583956401,0.7053080133017371,0.40760486637677473,0.24968397523287947,0.17360042554525107,0.18212593636910063,0.9900000000000014,1.0000000000000007
0.3671596221419901,0.3917197113978118,0.7748900680631092,0.5860544964304397,0.3089043511942593,0.19878182753114976,0.2302885589676438,0.9900000000000014,1.0000000000000007
0.26636479352646825,0.479249523972781,1.4589345998570957,0.7043015456197768,0.22053861548302267,0.22495270753578678,0.27973177738563937,0.9900000000000014,1.0000000000000007
0.4794950308498205,0.4689907968715824,0.6705612804391088,1.7472794601667632,0.9718867235905015,0.2432949238709393,0.31323182854665427,0.9900000000000014,1.0000000000000007
0.3487543491102474,-0.719738370426525,0.3212401740128108,1.3021144495136516,0.9133183641230704,0.27084626684798546,0.35932240872833615,0.9900000000000014,1.0000000000000007
1.6181748039660948,0.5336197003093247,1.910927029955361,0.6810469780906516,0.06696381450706454,0.2996180934289745,0.4051001882184634,0.9900000000000014,1.0000000000000007
-0.16715749935850982,0.2802486452166273,1.6547620371875795,0.7881356634522273,0.768869729250953,4.058754077173036,0.13657640344764957,0.9752000000000012,0.3630999999999999
0.1983434482591404,0.48536789735677865,0.6010694561833081,1.876541662178191,0.7132628676582489,4.058741455862001,0.13869047268820578,0.9725000000000014,0.38320000000000015
-0.09502307071411353,0.16242478089037193,1.0837806713404188,1.2696271219614204,0.4983285533000079,4.059067126245431,0.15081845672192182,0.9758000000000012,0.3320000000000001
0.15940923725461567,0.20278466391421113,1.9582938779090877,0.4153529327742165,0.49111698733417475,4.058765088622356,0.1578144018109523,0.9733000000000014,0.36129999999999995
0.27197377595114547,0.19186143846785694,1.0182727329888412,0.293356057673353,0.7510360593391728,4.058910940883475,0.17568421372168747,0.9728000000000016,0.3376000000000001
-0.005718155517249704,0.03343732976361413,0.7877864647992714,1.7994925541736488,0.7552766021332085,4.059007435888599,0.18159550679217787,0.9757000000000012,0.2791000000000002
0.10122818278505491,0.25965767419906777,1.1838466468984217,0.4962257147654381,0.5265052649721247,4.477466869398551,0.23525481226255823,0.9720000000000014,0.20070000000000002
0.13740843843598366,0.20825699173396725,1.513063029806261,0.6567352508048209,0.6402441925479281,3.9925495786447747,0.4087881101454825,0.9723000000000014,0.20030000000000012
0.13894314156712584,0.34553849898915284,0.8032295071748319,0.21876052657418465,0.9210126418848457,3.992383374383717,0.6102852470500755,0.9723000000000015,0.12729999999999997
0.14454451864973059,0.5628166195932591,1.085388271930529,1.766474909385081,0.7173941064502051,4.476541562372554,0.18245943594769526,0.9726000000000014,0.22560000000000008
0.09515968099835881,0.1914318515398684,1.757564267919701,0.35953769619323217,0.7336085028304019,3.9923842151703526,0.4847309400566125,0.9726000000000015,0.17619999999999994
-0.06352932381897514,-0.8775465932235005,1.0182727329888412,0.2482119777010175,0.8294086214737328,4.058767832597692,0.604319107422646,0.9900000000000014,0.03999999999999998
0.4602487375496137,-0.682470998955623,1.267550446556403,0.937000249406753,0.7518023994068517,3.99192903545793,0.8765614190042483,0.9900000000000014,0.04059999999999998
-1.8207210666441198,-1.389347084964541,0.05964126415607951,0.34400821967748585,0.8274195757041,4.4766996941445685,0.5854553581686887,0.9900000000000014,0.04109999999999998
-0.7311317815280405,0.9109112166183513,1.8738684913939958,1.8077145498517293,0.3888826847099094,4.476786329998912,0.5730318908714004,0.9900000000000014,0.05000000000000004
-0.27397336832355257,0.4669945029870157,0.8613712941111064,0.8438832993859733,0.3401033573472225,4.059036951256508,0.5875415860878559,0.9900000000000014,0.05000000000000004
-0.444356408759595,0.9697958046561391,1.760843515284346,1.1240305818564138,0.8532499376288868,3.9922450210582676,0.8696443606495488,0.9900000000000014,0.05000000000000004
-0.5178007836789158,0.21836325035792598,1.9986061759289577,0.21603307984912368,0.5491685983337365,4.477468827204747,0.4865416661668575,0.9769000000000012,0.07570000000000003
